instant,dteday,season,year,month,hours,holiday,week,situation_of_weather,temp,atemp,humidity,speed_of_wind,casual,registered,count,category_days
2347,2011-04-12,Summer,2011,April,16,0,Tuesday,Mist_Cloudy,0.48,0.4697,0.77,0.3881,19,80,99,weekdays
2348,2011-04-12,Summer,2011,April,17,0,Tuesday,Light_Rain,0.44,0.4394,0.77,0.2239,29,262,291,weekdays
2349,2011-04-12,Summer,2011,April,18,0,Tuesday,Light_Rain,0.44,0.4394,0.77,0.2239,21,203,224,weekdays
2350,2011-04-12,Summer,2011,April,19,0,Tuesday,Mist_Cloudy,0.42,0.4242,0.82,0.2836,3,127,130,weekdays
2351,2011-04-12,Summer,2011,April,20,0,Tuesday,Mist_Cloudy,0.42,0.4242,0.82,0.2836,9,94,103,weekdays
2352,2011-04-12,Summer,2011,April,21,0,Tuesday,Mist_Cloudy,0.42,0.4242,0.82,0.194,10,74,84,weekdays
2353,2011-04-12,Summer,2011,April,22,0,Tuesday,Mist_Cloudy,0.4,0.4091,0.94,0.2985,7,47,54,weekdays
2354,2011-04-12,Summer,2011,April,23,0,Tuesday,Mist_Cloudy,0.4,0.4091,0.94,0.2537,8,31,39,weekdays
2355,2011-04-13,Summer,2011,April,0,0,Wednesday,Mist_Cloudy,0.4,0.4091,1.0,0.2985,3,12,15,weekdays
2356,2011-04-13,Summer,2011,April,1,0,Wednesday,Mist_Cloudy,0.4,0.4091,1.0,0.2985,0,1,1,weekdays
2357,2011-04-13,Summer,2011,April,2,0,Wednesday,Light_Rain,0.4,0.4091,1.0,0.2985,0,2,2,weekdays
2358,2011-04-13,Summer,2011,April,3,0,Wednesday,Light_Rain,0.4,0.4091,0.94,0.3284,0,2,2,weekdays
2359,2011-04-13,Summer,2011,April,4,0,Wednesday,Light_Rain,0.4,0.4091,0.94,0.3284,1,2,3,weekdays
2360,2011-04-13,Summer,2011,April,5,0,Wednesday,Light_Rain,0.38,0.3939,0.94,0.2537,1,4,5,weekdays
2361,2011-04-13,Summer,2011,April,6,0,Wednesday,Light_Rain,0.38,0.3939,0.94,0.2239,1,33,34,weekdays
2362,2011-04-13,Summer,2011,April,7,0,Wednesday,Light_Rain,0.36,0.3485,1.0,0.2239,3,67,70,weekdays
2363,2011-04-13,Summer,2011,April,8,0,Wednesday,Light_Rain,0.38,0.3939,0.94,0.194,6,158,164,weekdays
2364,2011-04-13,Summer,2011,April,9,0,Wednesday,Mist_Cloudy,0.38,0.3939,0.94,0.2239,2,63,65,weekdays
2365,2011-04-13,Summer,2011,April,10,0,Wednesday,Mist_Cloudy,0.4,0.4091,0.87,0.194,4,42,46,weekdays
2366,2011-04-13,Summer,2011,April,11,0,Wednesday,Mist_Cloudy,0.42,0.4242,0.82,0.194,4,57,61,weekdays
2367,2011-04-13,Summer,2011,April,12,0,Wednesday,Light_Rain,0.42,0.4242,0.82,0.2537,12,83,95,weekdays
2368,2011-04-13,Summer,2011,April,13,0,Wednesday,Mist_Cloudy,0.44,0.4394,0.77,0.194,6,55,61,weekdays
2369,2011-04-13,Summer,2011,April,14,0,Wednesday,Mist_Cloudy,0.42,0.4242,0.77,0.2537,24,82,106,weekdays
2370,2011-04-13,Summer,2011,April,15,0,Wednesday,Mist_Cloudy,0.44,0.4394,0.72,0.2836,12,69,81,weekdays
2371,2011-04-13,Summer,2011,April,16,0,Wednesday,Clear,0.46,0.4545,0.67,0.2836,23,119,142,weekdays
2372,2011-04-13,Summer,2011,April,17,0,Wednesday,Clear,0.46,0.4545,0.67,0.2985,25,284,309,weekdays
2373,2011-04-13,Summer,2011,April,18,0,Wednesday,Clear,0.44,0.4394,0.62,0.3881,28,293,321,weekdays
2374,2011-04-13,Summer,2011,April,19,0,Wednesday,Clear,0.44,0.4394,0.62,0.2537,15,160,175,weekdays
2375,2011-04-13,Summer,2011,April,20,0,Wednesday,Clear,0.44,0.4394,0.62,0.2537,7,119,126,weekdays
2376,2011-04-13,Summer,2011,April,21,0,Wednesday,Clear,0.42,0.4242,0.67,0.1642,17,100,117,weekdays
2377,2011-04-13,Summer,2011,April,22,0,Wednesday,Clear,0.42,0.4242,0.67,0.194,10,89,99,weekdays
2378,2011-04-13,Summer,2011,April,23,0,Wednesday,Clear,0.4,0.4091,0.71,0.1343,5,57,62,weekdays
2379,2011-04-14,Summer,2011,April,0,0,Thursday,Clear,0.38,0.3939,0.76,0.1343,3,18,21,weekdays
2380,2011-04-14,Summer,2011,April,1,0,Thursday,Clear,0.38,0.3939,0.76,0.2239,1,9,10,weekdays
2381,2011-04-14,Summer,2011,April,2,0,Thursday,Clear,0.36,0.3485,0.76,0.1343,0,3,3,weekdays
2382,2011-04-14,Summer,2011,April,3,0,Thursday,Clear,0.34,0.3333,0.81,0.1343,0,2,2,weekdays
2383,2011-04-14,Summer,2011,April,4,0,Thursday,Clear,0.34,0.3636,0.76,0.0,1,8,9,weekdays
2384,2011-04-14,Summer,2011,April,5,0,Thursday,Clear,0.34,0.3485,0.76,0.0896,2,12,14,weekdays
2385,2011-04-14,Summer,2011,April,6,0,Thursday,Clear,0.34,0.3485,0.76,0.1045,4,66,70,weekdays
2386,2011-04-14,Summer,2011,April,7,0,Thursday,Clear,0.38,0.3939,0.66,0.0,11,182,193,weekdays
2387,2011-04-14,Summer,2011,April,8,0,Thursday,Clear,0.42,0.4242,0.58,0.1642,21,316,337,weekdays
2388,2011-04-14,Summer,2011,April,9,0,Thursday,Clear,0.46,0.4545,0.51,0.1343,18,152,170,weekdays
2389,2011-04-14,Summer,2011,April,10,0,Thursday,Clear,0.5,0.4848,0.51,0.194,21,68,89,weekdays
2390,2011-04-14,Summer,2011,April,11,0,Thursday,Clear,0.52,0.5,0.45,0.1642,28,87,115,weekdays
2391,2011-04-14,Summer,2011,April,12,0,Thursday,Clear,0.54,0.5152,0.42,0.1343,35,110,145,weekdays
2392,2011-04-14,Summer,2011,April,13,0,Thursday,Clear,0.56,0.5303,0.37,0.2239,38,121,159,weekdays
2393,2011-04-14,Summer,2011,April,14,0,Thursday,Clear,0.56,0.5303,0.35,0.0896,36,101,137,weekdays
2394,2011-04-14,Summer,2011,April,15,0,Thursday,Clear,0.6,0.6212,0.31,0.0896,57,85,142,weekdays
2395,2011-04-14,Summer,2011,April,16,0,Thursday,Clear,0.6,0.6061,0.26,0.1045,49,153,202,weekdays
2396,2011-04-14,Summer,2011,April,17,0,Thursday,Clear,0.6,0.6061,0.28,0.0,50,338,388,weekdays
2397,2011-04-14,Summer,2011,April,18,0,Thursday,Clear,0.56,0.5303,0.3,0.0,47,290,337,weekdays
2398,2011-04-14,Summer,2011,April,19,0,Thursday,Clear,0.54,0.5152,0.32,0.0,37,222,259,weekdays
2399,2011-04-14,Summer,2011,April,20,0,Thursday,Clear,0.5,0.4848,0.51,0.194,22,147,169,weekdays
2400,2011-04-14,Summer,2011,April,21,0,Thursday,Clear,0.46,0.4545,0.63,0.1343,19,126,145,weekdays
2401,2011-04-14,Summer,2011,April,22,0,Thursday,Clear,0.48,0.4697,0.55,0.1045,22,82,104,weekdays
2402,2011-04-14,Summer,2011,April,23,0,Thursday,Clear,0.46,0.4545,0.59,0.1045,7,40,47,weekdays
2403,2011-04-15,Summer,2011,April,0,1,Friday,Clear,0.44,0.4394,0.67,0.0,6,21,27,weekdays
2404,2011-04-15,Summer,2011,April,1,1,Friday,Clear,0.44,0.4394,0.62,0.0,6,9,15,weekdays
2405,2011-04-15,Summer,2011,April,2,1,Friday,Clear,0.4,0.4091,0.76,0.0,8,10,18,weekdays
2406,2011-04-15,Summer,2011,April,3,1,Friday,Clear,0.4,0.4091,0.76,0.0,0,3,3,weekdays
2407,2011-04-15,Summer,2011,April,4,1,Friday,Clear,0.38,0.3939,0.82,0.0896,0,3,3,weekdays
2408,2011-04-15,Summer,2011,April,5,1,Friday,Clear,0.36,0.3636,0.81,0.1045,2,11,13,weekdays
2409,2011-04-15,Summer,2011,April,6,1,Friday,Clear,0.36,0.3636,0.81,0.0896,5,42,47,weekdays
2410,2011-04-15,Summer,2011,April,7,1,Friday,Clear,0.4,0.4091,0.71,0.1642,10,139,149,weekdays
2411,2011-04-15,Summer,2011,April,8,1,Friday,Clear,0.44,0.4394,0.62,0.2985,21,279,300,weekdays
2412,2011-04-15,Summer,2011,April,9,1,Friday,Clear,0.5,0.4848,0.55,0.194,16,162,178,weekdays
2413,2011-04-15,Summer,2011,April,10,1,Friday,Clear,0.5,0.4848,0.55,0.194,31,91,122,weekdays
2414,2011-04-15,Summer,2011,April,11,1,Friday,Clear,0.52,0.5,0.55,0.194,41,95,136,weekdays
2415,2011-04-15,Summer,2011,April,12,1,Friday,Clear,0.52,0.5,0.55,0.2836,45,155,200,weekdays
2416,2011-04-15,Summer,2011,April,13,1,Friday,Clear,0.54,0.5152,0.52,0.2537,47,133,180,weekdays
2417,2011-04-15,Summer,2011,April,14,1,Friday,Clear,0.54,0.5152,0.52,0.2537,57,106,163,weekdays
2418,2011-04-15,Summer,2011,April,15,1,Friday,Clear,0.54,0.5152,0.52,0.4478,50,112,162,weekdays
2419,2011-04-15,Summer,2011,April,16,1,Friday,Clear,0.52,0.5,0.55,0.4925,70,173,243,weekdays
2420,2011-04-15,Summer,2011,April,17,1,Friday,Mist_Cloudy,0.5,0.4848,0.63,0.3881,64,267,331,weekdays
2421,2011-04-15,Summer,2011,April,18,1,Friday,Mist_Cloudy,0.46,0.4545,0.67,0.3881,47,216,263,weekdays
2422,2011-04-15,Summer,2011,April,19,1,Friday,Clear,0.42,0.4242,0.77,0.3881,41,168,209,weekdays
2423,2011-04-15,Summer,2011,April,20,1,Friday,Mist_Cloudy,0.4,0.4091,0.76,0.3284,26,92,118,weekdays
2424,2011-04-15,Summer,2011,April,21,1,Friday,Mist_Cloudy,0.4,0.4091,0.76,0.2985,25,77,102,weekdays
2425,2011-04-15,Summer,2011,April,22,1,Friday,Mist_Cloudy,0.38,0.3939,0.82,0.3881,16,64,80,weekdays
2426,2011-04-15,Summer,2011,April,23,1,Friday,Mist_Cloudy,0.36,0.3485,0.81,0.194,8,56,64,weekdays
2427,2011-04-16,Summer,2011,April,0,0,Saturday,Mist_Cloudy,0.36,0.3485,0.81,0.2239,7,36,43,weekend
2428,2011-04-16,Summer,2011,April,1,0,Saturday,Mist_Cloudy,0.36,0.3333,0.87,0.2836,5,28,33,weekend
2429,2011-04-16,Summer,2011,April,2,0,Saturday,Mist_Cloudy,0.36,0.3485,0.87,0.1343,5,19,24,weekend
2430,2011-04-16,Summer,2011,April,3,0,Saturday,Mist_Cloudy,0.36,0.3485,0.87,0.1642,5,9,14,weekend
2431,2011-04-16,Summer,2011,April,4,0,Saturday,Mist_Cloudy,0.36,0.3485,0.87,0.2239,1,4,5,weekend
2432,2011-04-16,Summer,2011,April,5,0,Saturday,Mist_Cloudy,0.38,0.3939,0.87,0.2836,1,3,4,weekend
2433,2011-04-16,Summer,2011,April,6,0,Saturday,Light_Rain,0.4,0.4091,0.82,0.3284,1,9,10,weekend
2434,2011-04-16,Summer,2011,April,7,0,Saturday,Mist_Cloudy,0.4,0.4091,0.82,0.4179,3,18,21,weekend
2435,2011-04-16,Summer,2011,April,8,0,Saturday,Light_Rain,0.4,0.4091,0.87,0.3582,7,38,45,weekend
2436,2011-04-16,Summer,2011,April,9,0,Saturday,Light_Rain,0.4,0.4091,1.0,0.2985,2,27,29,weekend
2437,2011-04-16,Summer,2011,April,10,0,Saturday,Light_Rain,0.42,0.4242,0.94,0.3881,1,21,22,weekend
2438,2011-04-16,Summer,2011,April,11,0,Saturday,Light_Rain,0.42,0.4242,0.94,0.4478,4,27,31,weekend
2439,2011-04-16,Summer,2011,April,12,0,Saturday,Mist_Cloudy,0.46,0.4545,0.88,0.5821,6,26,32,weekend
2440,2011-04-16,Summer,2011,April,13,0,Saturday,Light_Rain,0.46,0.4545,0.94,0.5224,9,49,58,weekend
2441,2011-04-16,Summer,2011,April,14,0,Saturday,Light_Rain,0.52,0.5,0.83,0.5821,14,49,63,weekend
2442,2011-04-16,Summer,2011,April,15,0,Saturday,Light_Rain,0.52,0.5,0.83,0.5821,16,62,78,weekend
2443,2011-04-16,Summer,2011,April,16,0,Saturday,Light_Rain,0.5,0.4848,0.88,0.4627,6,27,33,weekend
2444,2011-04-16,Summer,2011,April,17,0,Saturday,Light_Rain,0.5,0.4848,0.88,0.5821,1,14,15,weekend
2445,2011-04-16,Summer,2011,April,18,0,Saturday,Mist_Cloudy,0.5,0.4848,0.94,0.3881,6,32,38,weekend
2446,2011-04-16,Summer,2011,April,19,0,Saturday,Mist_Cloudy,0.52,0.5,0.94,0.4179,9,62,71,weekend
2447,2011-04-16,Summer,2011,April,20,0,Saturday,Light_Rain,0.44,0.4394,0.94,0.2239,4,49,53,weekend
2448,2011-04-16,Summer,2011,April,21,0,Saturday,Mist_Cloudy,0.44,0.4394,0.94,0.0,1,13,14,weekend
2449,2011-04-16,Summer,2011,April,22,0,Saturday,Light_Rain,0.42,0.4242,1.0,0.0,2,22,24,weekend
2450,2011-04-16,Summer,2011,April,23,0,Saturday,Mist_Cloudy,0.44,0.4394,0.77,0.2836,5,30,35,weekend
2451,2011-04-17,Summer,2011,April,0,0,Sunday,Mist_Cloudy,0.44,0.4394,0.77,0.2836,4,29,33,weekend
2452,2011-04-17,Summer,2011,April,1,0,Sunday,Clear,0.42,0.4242,0.67,0.2239,6,25,31,weekend
2453,2011-04-17,Summer,2011,April,2,0,Sunday,Clear,0.4,0.4091,0.62,0.194,4,25,29,weekend
2454,2011-04-17,Summer,2011,April,3,0,Sunday,Clear,0.4,0.4091,0.66,0.1343,12,13,25,weekend
2455,2011-04-17,Summer,2011,April,4,0,Sunday,Clear,0.36,0.3636,0.76,0.1045,2,5,7,weekend
2456,2011-04-17,Summer,2011,April,5,0,Sunday,Clear,0.36,0.3485,0.71,0.1642,2,1,3,weekend
2457,2011-04-17,Summer,2011,April,6,0,Sunday,Clear,0.36,0.3182,0.66,0.4478,3,5,8,weekend
2458,2011-04-17,Summer,2011,April,7,0,Sunday,Clear,0.36,0.3333,0.5,0.3582,2,14,16,weekend
2459,2011-04-17,Summer,2011,April,8,0,Sunday,Clear,0.38,0.3939,0.46,0.3881,7,36,43,weekend
2460,2011-04-17,Summer,2011,April,9,0,Sunday,Clear,0.4,0.4091,0.43,0.2836,31,71,102,weekend
2461,2011-04-17,Summer,2011,April,10,0,Sunday,Clear,0.42,0.4242,0.44,0.4478,91,120,211,weekend
2462,2011-04-17,Summer,2011,April,11,0,Sunday,Clear,0.46,0.4545,0.41,0.4179,119,185,304,weekend
2463,2011-04-17,Summer,2011,April,12,0,Sunday,Clear,0.46,0.4545,0.38,0.3881,167,187,354,weekend
2464,2011-04-17,Summer,2011,April,13,0,Sunday,Clear,0.5,0.4848,0.34,0.3881,181,162,343,weekend
2465,2011-04-17,Summer,2011,April,14,0,Sunday,Clear,0.52,0.5,0.34,0.3881,170,191,361,weekend
2466,2011-04-17,Summer,2011,April,15,0,Sunday,Clear,0.54,0.5152,0.32,0.5224,179,209,388,weekend
2467,2011-04-17,Summer,2011,April,16,0,Sunday,Clear,0.54,0.5152,0.3,0.3582,161,182,343,weekend
2468,2011-04-17,Summer,2011,April,17,0,Sunday,Clear,0.56,0.5303,0.3,0.4478,143,163,306,weekend
2469,2011-04-17,Summer,2011,April,18,0,Sunday,Clear,0.56,0.5303,0.3,0.3881,102,175,277,weekend
2470,2011-04-17,Summer,2011,April,19,0,Sunday,Clear,0.56,0.5303,0.3,0.2985,75,135,210,weekend
2471,2011-04-17,Summer,2011,April,20,0,Sunday,Clear,0.52,0.5,0.36,0.194,44,97,141,weekend
2472,2011-04-17,Summer,2011,April,21,0,Sunday,Clear,0.5,0.4848,0.42,0.194,13,70,83,weekend
2473,2011-04-17,Summer,2011,April,22,0,Sunday,Clear,0.5,0.4848,0.39,0.1045,21,49,70,weekend
2474,2011-04-17,Summer,2011,April,23,0,Sunday,Clear,0.44,0.4394,0.67,0.1642,19,37,56,weekend
2475,2011-04-18,Summer,2011,April,0,0,Monday,Clear,0.46,0.4545,0.47,0.0896,15,24,39,weekdays
2476,2011-04-18,Summer,2011,April,1,0,Monday,Clear,0.46,0.4545,0.47,0.1343,11,8,19,weekdays
2477,2011-04-18,Summer,2011,April,2,0,Monday,Clear,0.42,0.4242,0.67,0.1045,14,2,16,weekdays
2478,2011-04-18,Summer,2011,April,3,0,Monday,Clear,0.42,0.4242,0.62,0.1045,6,1,7,weekdays
2479,2011-04-18,Summer,2011,April,4,0,Monday,Clear,0.4,0.4091,0.87,0.1642,2,4,6,weekdays
2480,2011-04-18,Summer,2011,April,5,0,Monday,Clear,0.4,0.4091,0.76,0.0896,0,16,16,weekdays
2481,2011-04-18,Summer,2011,April,6,0,Monday,Clear,0.4,0.4091,0.82,0.0,3,51,54,weekdays
2482,2011-04-18,Summer,2011,April,7,0,Monday,Clear,0.46,0.4545,0.63,0.0,12,156,168,weekdays
2483,2011-04-18,Summer,2011,April,8,0,Monday,Clear,0.46,0.4545,0.63,0.0,20,277,297,weekdays
2484,2011-04-18,Summer,2011,April,9,0,Monday,Mist_Cloudy,0.5,0.4848,0.55,0.1045,37,132,169,weekdays
2485,2011-04-18,Summer,2011,April,10,0,Monday,Mist_Cloudy,0.52,0.5,0.55,0.1045,41,68,109,weekdays
2486,2011-04-18,Summer,2011,April,11,0,Monday,Mist_Cloudy,0.54,0.5152,0.52,0.0896,36,87,123,weekdays
2487,2011-04-18,Summer,2011,April,12,0,Monday,Mist_Cloudy,0.56,0.5303,0.49,0.0896,60,124,184,weekdays
2488,2011-04-18,Summer,2011,April,13,0,Monday,Mist_Cloudy,0.56,0.5303,0.49,0.1642,41,128,169,weekdays
2489,2011-04-18,Summer,2011,April,14,0,Monday,Mist_Cloudy,0.58,0.5455,0.49,0.194,49,95,144,weekdays
2490,2011-04-18,Summer,2011,April,15,0,Monday,Mist_Cloudy,0.6,0.6212,0.43,0.194,64,112,176,weekdays
2491,2011-04-18,Summer,2011,April,16,0,Monday,Clear,0.6,0.6212,0.46,0.2836,40,165,205,weekdays
2492,2011-04-18,Summer,2011,April,17,0,Monday,Clear,0.58,0.5455,0.49,0.2836,66,362,428,weekdays
2493,2011-04-18,Summer,2011,April,18,0,Monday,Clear,0.64,0.6212,0.31,0.3582,41,321,362,weekdays
2494,2011-04-18,Summer,2011,April,19,0,Monday,Clear,0.56,0.5303,0.46,0.2537,42,244,286,weekdays
2495,2011-04-18,Summer,2011,April,20,0,Monday,Clear,0.6,0.6212,0.33,0.2985,29,136,165,weekdays
2496,2011-04-18,Summer,2011,April,21,0,Monday,Clear,0.56,0.5303,0.37,0.2836,20,131,151,weekdays
2497,2011-04-18,Summer,2011,April,22,0,Monday,Clear,0.52,0.5,0.55,0.2836,9,81,90,weekdays
2498,2011-04-18,Summer,2011,April,23,0,Monday,Clear,0.5,0.4848,0.59,0.2537,11,35,46,weekdays
2499,2011-04-19,Summer,2011,April,0,0,Tuesday,Clear,0.5,0.4848,0.55,0.2239,2,23,25,weekdays
2500,2011-04-19,Summer,2011,April,1,0,Tuesday,Clear,0.46,0.4545,0.63,0.2239,5,2,7,weekdays
2501,2011-04-19,Summer,2011,April,2,0,Tuesday,Clear,0.46,0.4545,0.67,0.2836,8,5,13,weekdays
2502,2011-04-19,Summer,2011,April,3,0,Tuesday,Clear,0.48,0.4697,0.63,0.2239,0,3,3,weekdays
2503,2011-04-19,Summer,2011,April,4,0,Tuesday,Clear,0.46,0.4545,0.67,0.0896,1,4,5,weekdays
2504,2011-04-19,Summer,2011,April,5,0,Tuesday,Mist_Cloudy,0.46,0.4545,0.72,0.194,1,17,18,weekdays
2505,2011-04-19,Summer,2011,April,6,0,Tuesday,Mist_Cloudy,0.48,0.4697,0.67,0.0,2,63,65,weekdays
2506,2011-04-19,Summer,2011,April,7,0,Tuesday,Mist_Cloudy,0.52,0.5,0.55,0.0,22,166,188,weekdays
2507,2011-04-19,Summer,2011,April,8,0,Tuesday,Mist_Cloudy,0.5,0.4848,0.68,0.1343,20,331,351,weekdays
2508,2011-04-19,Summer,2011,April,9,0,Tuesday,Light_Rain,0.52,0.5,0.63,0.0896,23,139,162,weekdays
2509,2011-04-19,Summer,2011,April,10,0,Tuesday,Mist_Cloudy,0.5,0.4848,0.72,0.2239,15,60,75,weekdays
2510,2011-04-19,Summer,2011,April,11,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.68,0.1642,19,53,72,weekdays
2511,2011-04-19,Summer,2011,April,12,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.64,0.0896,19,84,103,weekdays
2512,2011-04-19,Summer,2011,April,13,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.68,0.2239,26,103,129,weekdays
2513,2011-04-19,Summer,2011,April,14,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.64,0.194,19,88,107,weekdays
2514,2011-04-19,Summer,2011,April,15,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.65,0.1642,44,83,127,weekdays
2515,2011-04-19,Summer,2011,April,16,0,Tuesday,Clear,0.56,0.5303,0.52,0.2985,30,162,192,weekdays
2516,2011-04-19,Summer,2011,April,17,0,Tuesday,Clear,0.56,0.5303,0.6,0.1045,39,372,411,weekdays
2517,2011-04-19,Summer,2011,April,18,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.64,0.1343,44,377,421,weekdays
2518,2011-04-19,Summer,2011,April,19,0,Tuesday,Mist_Cloudy,0.5,0.4848,0.72,0.194,28,248,276,weekdays
2519,2011-04-19,Summer,2011,April,20,0,Tuesday,Mist_Cloudy,0.5,0.4848,0.72,0.2239,20,148,168,weekdays
2520,2011-04-19,Summer,2011,April,21,0,Tuesday,Mist_Cloudy,0.5,0.4848,0.72,0.1343,8,114,122,weekdays
2521,2011-04-19,Summer,2011,April,22,0,Tuesday,Clear,0.48,0.4697,0.77,0.0896,3,109,112,weekdays
2522,2011-04-19,Summer,2011,April,23,0,Tuesday,Clear,0.46,0.4545,0.88,0.0896,11,41,52,weekdays
2523,2011-04-20,Summer,2011,April,0,0,Wednesday,Clear,0.44,0.4394,0.88,0.1343,4,29,33,weekdays
2524,2011-04-20,Summer,2011,April,1,0,Wednesday,Clear,0.42,0.4242,0.94,0.1642,2,5,7,weekdays
2525,2011-04-20,Summer,2011,April,2,0,Wednesday,Clear,0.42,0.4242,0.94,0.1642,0,2,2,weekdays
2526,2011-04-20,Summer,2011,April,3,0,Wednesday,Clear,0.42,0.4242,0.94,0.0,0,2,2,weekdays
2527,2011-04-20,Summer,2011,April,4,0,Wednesday,Clear,0.4,0.4091,1.0,0.1045,5,4,9,weekdays
2528,2011-04-20,Summer,2011,April,5,0,Wednesday,Clear,0.4,0.4091,0.94,0.194,1,14,15,weekdays
2529,2011-04-20,Summer,2011,April,6,0,Wednesday,Clear,0.42,0.4242,0.94,0.1642,2,62,64,weekdays
2530,2011-04-20,Summer,2011,April,7,0,Wednesday,Clear,0.44,0.4394,0.94,0.0,26,211,237,weekdays
2531,2011-04-20,Summer,2011,April,8,0,Wednesday,Clear,0.62,0.6061,0.69,0.4627,22,374,396,weekdays
2532,2011-04-20,Summer,2011,April,9,0,Wednesday,Clear,0.66,0.6212,0.61,0.2836,27,170,197,weekdays
2533,2011-04-20,Summer,2011,April,10,0,Wednesday,Clear,0.62,0.6061,0.69,0.0896,45,86,131,weekdays
2534,2011-04-20,Summer,2011,April,11,0,Wednesday,Clear,0.62,0.6061,0.69,0.0896,31,87,118,weekdays
2535,2011-04-20,Summer,2011,April,12,0,Wednesday,Clear,0.7,0.6515,0.48,0.3881,28,117,145,weekdays
2536,2011-04-20,Summer,2011,April,13,0,Wednesday,Clear,0.7,0.6515,0.48,0.3881,42,135,177,weekdays
2537,2011-04-20,Summer,2011,April,14,0,Wednesday,Clear,0.74,0.6515,0.4,0.4627,33,115,148,weekdays
2538,2011-04-20,Summer,2011,April,15,0,Wednesday,Mist_Cloudy,0.76,0.6667,0.35,0.3582,32,113,145,weekdays
2539,2011-04-20,Summer,2011,April,16,0,Wednesday,Mist_Cloudy,0.76,0.6667,0.35,0.3582,54,201,255,weekdays
2540,2011-04-20,Summer,2011,April,17,0,Wednesday,Mist_Cloudy,0.74,0.6515,0.37,0.4179,34,398,432,weekdays
2541,2011-04-20,Summer,2011,April,18,0,Wednesday,Clear,0.74,0.6515,0.3,0.3582,56,385,441,weekdays
2542,2011-04-20,Summer,2011,April,19,0,Wednesday,Clear,0.7,0.6364,0.32,0.2537,74,309,383,weekdays
2543,2011-04-20,Summer,2011,April,20,0,Wednesday,Clear,0.68,0.6212,0.32,0.1045,31,194,225,weekdays
2544,2011-04-20,Summer,2011,April,21,0,Wednesday,Clear,0.66,0.6212,0.36,0.2836,38,134,172,weekdays
2545,2011-04-20,Summer,2011,April,22,0,Wednesday,Clear,0.62,0.6212,0.41,0.2537,12,105,117,weekdays
2546,2011-04-20,Summer,2011,April,23,0,Wednesday,Clear,0.6,0.6212,0.4,0.3284,14,79,93,weekdays
2547,2011-04-21,Summer,2011,April,0,0,Thursday,Clear,0.56,0.5303,0.43,0.3582,11,33,44,weekdays
2548,2011-04-21,Summer,2011,April,1,0,Thursday,Clear,0.52,0.5,0.45,0.2239,6,20,26,weekdays
2549,2011-04-21,Summer,2011,April,2,0,Thursday,Clear,0.5,0.4848,0.42,0.3881,3,10,13,weekdays
2550,2011-04-21,Summer,2011,April,3,0,Thursday,Mist_Cloudy,0.46,0.4545,0.51,0.4627,4,3,7,weekdays
2551,2011-04-21,Summer,2011,April,4,0,Thursday,Mist_Cloudy,0.44,0.4394,0.54,0.4478,2,4,6,weekdays
2552,2011-04-21,Summer,2011,April,5,0,Thursday,Mist_Cloudy,0.42,0.4242,0.54,0.5522,0,14,14,weekdays
2553,2011-04-21,Summer,2011,April,6,0,Thursday,Mist_Cloudy,0.4,0.4091,0.58,0.5821,2,73,75,weekdays
2554,2011-04-21,Summer,2011,April,7,0,Thursday,Mist_Cloudy,0.42,0.4242,0.47,0.4627,15,183,198,weekdays
2555,2011-04-21,Summer,2011,April,8,0,Thursday,Mist_Cloudy,0.4,0.4091,0.5,0.4925,19,346,365,weekdays
2556,2011-04-21,Summer,2011,April,9,0,Thursday,Mist_Cloudy,0.42,0.4242,0.47,0.2836,18,178,196,weekdays
2557,2011-04-21,Summer,2011,April,10,0,Thursday,Clear,0.42,0.4242,0.44,0.3582,25,73,98,weekdays
2558,2011-04-21,Summer,2011,April,11,0,Thursday,Clear,0.44,0.4394,0.41,0.2836,34,99,133,weekdays
2559,2011-04-21,Summer,2011,April,12,0,Thursday,Clear,0.46,0.4545,0.38,0.1642,49,150,199,weekdays
2560,2011-04-21,Summer,2011,April,13,0,Thursday,Clear,0.48,0.4697,0.33,0.3284,55,122,177,weekdays
2561,2011-04-21,Summer,2011,April,14,0,Thursday,Clear,0.5,0.4848,0.34,0.3881,68,160,228,weekdays
2562,2011-04-21,Summer,2011,April,15,0,Thursday,Clear,0.52,0.5,0.29,0.4179,69,166,235,weekdays
2563,2011-04-21,Summer,2011,April,16,0,Thursday,Clear,0.52,0.5,0.27,0.3582,66,228,294,weekdays
2564,2011-04-21,Summer,2011,April,17,0,Thursday,Clear,0.5,0.4848,0.29,0.1642,79,402,481,weekdays
2565,2011-04-21,Summer,2011,April,18,0,Thursday,Clear,0.5,0.4848,0.25,0.2836,71,381,452,weekdays
2566,2011-04-21,Summer,2011,April,19,0,Thursday,Clear,0.46,0.4545,0.28,0.2836,52,272,324,weekdays
2567,2011-04-21,Summer,2011,April,20,0,Thursday,Clear,0.44,0.4394,0.3,0.1343,28,176,204,weekdays
2568,2011-04-21,Summer,2011,April,21,0,Thursday,Clear,0.42,0.4242,0.47,0.194,25,159,184,weekdays
